"","country_long","year","decile","income"
"2154","Bulgaria","2022","4",4112
"2155","Bulgaria","2022","5",4936
"2156","Bulgaria","2022","6",5889
"2157","Bulgaria","2022","7",7028.5
"2158","Bulgaria","2022","8",8485
"2159","Bulgaria","2022","9",10902
"2160","Bulgaria","2022","10",16292
"2161","Czechia","2005","1",2060
"2162","Czechia","2005","2",2794.5
"2163","Czechia","2005","3",3300.5
"2164","Czechia","2005","4",3675
"2165","Czechia","2005","5",4038
"2166","Czechia","2005","6",4470
"2167","Czechia","2005","7",5005.5
"2168","Czechia","2005","8",5718
"2169","Czechia","2005","9",6806.5
"2170","Czechia","2005","10",9081
"2171","Czechia","2006","1",2405
"2172","Czechia","2006","2",3180.5
"2173","Czechia","2006","3",3703
"2174","Czechia","2006","4",4137
"2175","Czechia","2006","5",4570
"2176","Czechia","2006","6",5038
"2177","Czechia","2006","7",5600.5
"2178","Czechia","2006","8",6342
"2179","Czechia","2006","9",7503
"2180","Czechia","2006","10",9947
"2181","Czechia","2007","1",2716
"2182","Czechia","2007","2",3627
"2183","Czechia","2007","3",4215
"2184","Czechia","2007","4",4681.5
"2185","Czechia","2007","5",5162
"2186","Czechia","2007","6",5729
"2187","Czechia","2007","7",6385.5
"2188","Czechia","2007","8",7230
"2189","Czechia","2007","9",8604
"2190","Czechia","2007","10",11432
"2191","Czechia","2008","1",3091
"2192","Czechia","2008","2",4090
"2193","Czechia","2008","3",4736
"2194","Czechia","2008","4",5257.5
"2195","Czechia","2008","5",5787
"2196","Czechia","2008","6",6362
"2197","Czechia","2008","7",7041
"2198","Czechia","2008","8",7946.5
"2199","Czechia","2008","9",9409
"2200","Czechia","2008","10",12568
"2201","Czechia","2009","1",3751
"2202","Czechia","2009","2",4984
"2203","Czechia","2009","3",5745
"2204","Czechia","2009","4",6356.5
"2205","Czechia","2009","5",6968
"2206","Czechia","2009","6",7680.5
"2207","Czechia","2009","7",8498
"2208","Czechia","2009","8",9519
"2209","Czechia","2009","9",11259
"2210","Czechia","2009","10",15107
"2211","Czechia","2010","1",3467
"2212","Czechia","2010","2",4825.5
"2213","Czechia","2010","3",5593
"2214","Czechia","2010","4",6174.5
"2215","Czechia","2010","5",6756.5
"2216","Czechia","2010","6",7406.5
"2217","Czechia","2010","7",8232.5
"2218","Czechia","2010","8",9326.5
"2219","Czechia","2010","9",11057
"2220","Czechia","2010","10",14786
"2221","Czechia","2011","1",3718
"2222","Czechia","2011","2",5007
"2223","Czechia","2011","3",5835.5
"2224","Czechia","2011","4",6480
"2225","Czechia","2011","5",7124
"2226","Czechia","2011","6",7866.5
"2227","Czechia","2011","7",8730.5
"2228","Czechia","2011","8",9872
"2229","Czechia","2011","9",11829
"2230","Czechia","2011","10",16063
"2231","Czechia","2012","1",3860
"2232","Czechia","2012","2",5232
"2233","Czechia","2012","3",6115.5
"2234","Czechia","2012","4",6798.5
"2235","Czechia","2012","5",7450
"2236","Czechia","2012","6",8204.5
"2237","Czechia","2012","7",9094.5
"2238","Czechia","2012","8",10256
"2239","Czechia","2012","9",12244.5
"2240","Czechia","2012","10",16541
"2241","Czechia","2013","1",3949
"2242","Czechia","2013","2",5278.5
"2243","Czechia","2013","3",6065
"2244","Czechia","2013","4",6720
"2245","Czechia","2013","5",7369
"2246","Czechia","2013","6",8068.5
"2247","Czechia","2013","7",8963
"2248","Czechia","2013","8",10183
"2249","Czechia","2013","9",12152
"2250","Czechia","2013","10",16600
"2251","Czechia","2014","1",3777
"2252","Czechia","2014","2",5101.5
"2253","Czechia","2014","3",5958.5
"2254","Czechia","2014","4",6625
"2255","Czechia","2014","5",7275
"2256","Czechia","2014","6",7980.5
"2257","Czechia","2014","7",8800
"2258","Czechia","2014","8",10002
"2259","Czechia","2014","9",11992.5
"2260","Czechia","2014","10",16211
"2261","Czechia","2015","1",3654
"2262","Czechia","2015","2",4968.5
"2263","Czechia","2015","3",5789.5
"2264","Czechia","2015","4",6431.5
"2265","Czechia","2015","5",7071
"2266","Czechia","2015","6",7815.5
"2267","Czechia","2015","7",8660
"2268","Czechia","2015","8",9802
"2269","Czechia","2015","9",11698.5
"2270","Czechia","2015","10",15770
"2271","Czechia","2016","1",3837
"2272","Czechia","2016","2",5232
"2273","Czechia","2016","3",6079
"2274","Czechia","2016","4",6761.5
"2275","Czechia","2016","5",7461
"2276","Czechia","2016","6",8255.5
"2277","Czechia","2016","7",9156
"2278","Czechia","2016","8",10357.5
"2279","Czechia","2016","9",12276.5
"2280","Czechia","2016","10",16423
"2281","Czechia","2017","1",4233
"2282","Czechia","2017","2",5569
"2283","Czechia","2017","3",6430
"2284","Czechia","2017","4",7162
"2285","Czechia","2017","5",7902
"2286","Czechia","2017","6",8715.5
"2287","Czechia","2017","7",9679
"2288","Czechia","2017","8",10930.5
"2289","Czechia","2017","9",12944.5
"2290","Czechia","2017","10",17273
"2291","Czechia","2018","1",4675
"2292","Czechia","2018","2",6068
"2293","Czechia","2018","3",7032
"2294","Czechia","2018","4",7826
"2295","Czechia","2018","5",8662.5
"2296","Czechia","2018","6",9573
"2297","Czechia","2018","7",10636.5
"2298","Czechia","2018","8",12055
"2299","Czechia","2018","9",14214.5
"2300","Czechia","2018","10",18714
"2301","Czechia","2019","1",5144
"2302","Czechia","2019","2",6583.5
"2303","Czechia","2019","3",7671.5
"2304","Czechia","2019","4",8598
"2305","Czechia","2019","5",9526
"2306","Czechia","2019","6",10534.5
"2307","Czechia","2019","7",11715
"2308","Czechia","2019","8",13254.5
"2309","Czechia","2019","9",15595
"2310","Czechia","2019","10",20534
"2311","Czechia","2020","1",5500
"2312","Czechia","2020","2",7073.5
"2313","Czechia","2020","3",8179
"2314","Czechia","2020","4",9146
"2315","Czechia","2020","5",10123.5
"2316","Czechia","2020","6",11231
"2317","Czechia","2020","7",12605.5
"2318","Czechia","2020","8",14362
"2319","Czechia","2020","9",16971
"2320","Czechia","2020","10",22235
"2321","Czechia","2021","1",5550
"2322","Czechia","2021","2",7244
"2323","Czechia","2021","3",8330
"2324","Czechia","2021","4",9233.5
"2325","Czechia","2021","5",10155.5
"2326","Czechia","2021","6",11185.5
"2327","Czechia","2021","7",12474.5
"2328","Czechia","2021","8",14142
"2329","Czechia","2021","9",16926.5
"2330","Czechia","2021","10",22492
"2331","Czechia","2022","1",5914
"2332","Czechia","2022","2",7976.5
"2333","Czechia","2022","3",9285
"2334","Czechia","2022","4",10418.5
"2335","Czechia","2022","5",11565.5
"2336","Czechia","2022","6",12775
"2337","Czechia","2022","7",14268
"2338","Czechia","2022","8",16172.5
"2339","Czechia","2022","9",19111
"2340","Czechia","2022","10",25542
"2341","Denmark","2005","1",10686
"2342","Denmark","2005","2",14186.5
"2343","Denmark","2005","3",16635
"2344","Denmark","2005","4",18828
"2345","Denmark","2005","5",21053
"2346","Denmark","2005","6",23185
"2347","Denmark","2005","7",25418.5
"2348","Denmark","2005","8",28122
"2349","Denmark","2005","9",32149
"2350","Denmark","2005","10",39961
"2351","Denmark","2006","1",10816
"2352","Denmark","2006","2",14557
"2353","Denmark","2006","3",17140.5
"2354","Denmark","2006","4",19452.5
"2355","Denmark","2006","5",21623.5
"2356","Denmark","2006","6",23792
"2357","Denmark","2006","7",26081.5
"2358","Denmark","2006","8",28737
"2359","Denmark","2006","9",32749.5
"2360","Denmark","2006","10",40705
"2361","Denmark","2007","1",10940
"2362","Denmark","2007","2",14929
"2363","Denmark","2007","3",17708
"2364","Denmark","2007","4",20116
"2365","Denmark","2007","5",22306.5
"2366","Denmark","2007","6",24559
"2367","Denmark","2007","7",27033.5
"2368","Denmark","2007","8",29888
"2369","Denmark","2007","9",34209
"2370","Denmark","2007","10",42593
"2371","Denmark","2008","1",11376
"2372","Denmark","2008","2",15361.5
"2373","Denmark","2008","3",18214
"2374","Denmark","2008","4",20630.5
"2375","Denmark","2008","5",22983.5
"2376","Denmark","2008","6",25295
"2377","Denmark","2008","7",27723
"2378","Denmark","2008","8",30737
"2379","Denmark","2008","9",35288.5
"2380","Denmark","2008","10",44525
"2381","Denmark","2009","1",10656
"2382","Denmark","2009","2",15637
"2383","Denmark","2009","3",18732
"2384","Denmark","2009","4",21357.5
"2385","Denmark","2009","5",23828
"2386","Denmark","2009","6",26274
"2387","Denmark","2009","7",28834
"2388","Denmark","2009","8",31845
"2389","Denmark","2009","9",36371.5
"2390","Denmark","2009","10",45089
"2391","Denmark","2010","1",10292
"2392","Denmark","2010","2",15793
"2393","Denmark","2010","3",18953
"2394","Denmark","2010","4",21639
"2395","Denmark","2010","5",24329.5
"2396","Denmark","2010","6",26990.5
"2397","Denmark","2010","7",29784
"2398","Denmark","2010","8",33108.5
"2399","Denmark","2010","9",38019.5
"2400","Denmark","2010","10",47523
"2401","Denmark","2011","1",11991
"2402","Denmark","2011","2",17023.5
"2403","Denmark","2011","3",20038
"2404","Denmark","2011","4",22782.5
"2405","Denmark","2011","5",25547.5
"2406","Denmark","2011","6",28403
"2407","Denmark","2011","7",31472.5
"2408","Denmark","2011","8",35179
"2409","Denmark","2011","9",40823.5
"2410","Denmark","2011","10",52356
"2411","Denmark","2012","1",12299
"2412","Denmark","2012","2",17204
"2413","Denmark","2012","3",20237.5
"2414","Denmark","2012","4",22967.5
"2415","Denmark","2012","5",25767
"2416","Denmark","2012","6",28586
"2417","Denmark","2012","7",31679.5
"2418","Denmark","2012","8",35443
"2419","Denmark","2012","9",41220
"2420","Denmark","2012","10",53062
"2421","Denmark","2013","1",11851
"2422","Denmark","2013","2",17477.5
"2423","Denmark","2013","3",20507.5
"2424","Denmark","2013","4",23252.5
"2425","Denmark","2013","5",26044
"2426","Denmark","2013","6",28925
"2427","Denmark","2013","7",32052.5
"2428","Denmark","2013","8",35922.5
"2429","Denmark","2013","9",41964.5
"2430","Denmark","2013","10",53604
"2431","Denmark","2014","1",11781
"2432","Denmark","2014","2",17508.5
"2433","Denmark","2014","3",20762
"2434","Denmark","2014","4",23602
"2435","Denmark","2014","5",26443
"2436","Denmark","2014","6",29421
"2437","Denmark","2014","7",32751
"2438","Denmark","2014","8",36903
"2439","Denmark","2014","9",43272.5
"2440","Denmark","2014","10",56927
"2441","Denmark","2015","1",12068
"2442","Denmark","2015","2",17950
"2443","Denmark","2015","3",21146.5
"2444","Denmark","2015","4",23976.5
"2445","Denmark","2015","5",26890
"2446","Denmark","2015","6",29881
"2447","Denmark","2015","7",33244
"2448","Denmark","2015","8",37510.5
"2449","Denmark","2015","9",43830.5
"2450","Denmark","2015","10",57127
"2451","Denmark","2016","1",12391
"2452","Denmark","2016","2",18134.5
"2453","Denmark","2016","3",21395
"2454","Denmark","2016","4",24257.5
"2455","Denmark","2016","5",27191
"2456","Denmark","2016","6",30292.5
"2457","Denmark","2016","7",33717
"2458","Denmark","2016","8",37888
"2459","Denmark","2016","9",43926
"2460","Denmark","2016","10",55216
"2461","Denmark","2017","1",12912
"2462","Denmark","2017","2",18452.5
"2463","Denmark","2017","3",21878
"2464","Denmark","2017","4",24754.5
"2465","Denmark","2017","5",27778
"2466","Denmark","2017","6",31064.5
"2467","Denmark","2017","7",34560
"2468","Denmark","2017","8",38849.5
"2469","Denmark","2017","9",45228
"2470","Denmark","2017","10",57325
"2471","Denmark","2018","1",13079
"2472","Denmark","2018","2",18828
"2473","Denmark","2018","3",22331.5
"2474","Denmark","2018","4",25386.5
"2475","Denmark","2018","5",28494
"2476","Denmark","2018","6",31663
"2477","Denmark","2018","7",35283.5
"2478","Denmark","2018","8",39847
"2479","Denmark","2018","9",46294.5
"2480","Denmark","2018","10",61901
"2481","Denmark","2019","1",13460
"2482","Denmark","2019","2",19305
"2483","Denmark","2019","3",22909.5
"2484","Denmark","2019","4",25915.5
"2485","Denmark","2019","5",29058.5
"2486","Denmark","2019","6",32425.5
"2487","Denmark","2019","7",36211
"2488","Denmark","2019","8",40747
"2489","Denmark","2019","9",47732.5
"2490","Denmark","2019","10",62463
"2491","Denmark","2020","1",13927
"2492","Denmark","2020","2",19323.5
"2493","Denmark","2020","3",22961
"2494","Denmark","2020","4",26085
"2495","Denmark","2020","5",29156
"2496","Denmark","2020","6",32350
"2497","Denmark","2020","7",35907.5
"2498","Denmark","2020","8",40274
"2499","Denmark","2020","9",46850.5
"2500","Denmark","2020","10",60976
"2501","Denmark","2021","1",14517
"2502","Denmark","2021","2",20241
"2503","Denmark","2021","3",23975.5
"2504","Denmark","2021","4",27092
"2505","Denmark","2021","5",30392
"2506","Denmark","2021","6",33929.5
"2507","Denmark","2021","7",37776.5
"2508","Denmark","2021","8",42445
"2509","Denmark","2021","9",49692.5
"2510","Denmark","2021","10",64426
"2511","Denmark","2022","1",15229
"2512","Denmark","2022","2",20803.5
"2513","Denmark","2022","3",24660
"2514","Denmark","2022","4",28078
"2515","Denmark","2022","5",31577.5
"2516","Denmark","2022","6",35163
"2517","Denmark","2022","7",39079
"2518","Denmark","2022","8",44020.5
"2519","Denmark","2022","9",51618.5
"2520","Denmark","2022","10",66789
"2521","Germany","2005","1",7600
"2522","Germany","2005","2",10366
"2523","Germany","2005","3",12437.5
"2524","Germany","2005","4",14065.5
"2525","Germany","2005","5",15605.5
"2526","Germany","2005","6",17223
"2527","Germany","2005","7",19001
"2528","Germany","2005","8",21426.5
"2529","Germany","2005","9",25411.5
"2530","Germany","2005","10",33863
"2531","Germany","2006","1",6865
"2532","Germany","2006","2",9852
"2533","Germany","2006","3",11908.5
"2534","Germany","2006","4",13501
"2535","Germany","2006","5",14933
"2536","Germany","2006","6",16423
"2537","Germany","2006","7",18107
"2538","Germany","2006","8",20500.5
"2539","Germany","2006","9",24341
"2540","Germany","2006","10",32352
"2541","Germany","2007","1",7100
"2542","Germany","2007","2",10444
"2543","Germany","2007","3",12894
"2544","Germany","2007","4",14834
"2545","Germany","2007","5",16772.5
"2546","Germany","2007","6",18842.5
"2547","Germany","2007","7",21296.5
"2548","Germany","2007","8",24479
"2549","Germany","2007","9",29533
"2550","Germany","2007","10",40417
"2551","Germany","2008","1",7363
"2552","Germany","2008","2",10766.5
"2553","Germany","2008","3",13228.5
"2554","Germany","2008","4",15280.5
"2555","Germany","2008","5",17266.5
"2556","Germany","2008","6",19452
"2557","Germany","2008","7",21982
"2558","Germany","2008","8",25278.5
"2559","Germany","2008","9",30712
"2560","Germany","2008","10",42110
"2561","Germany","2009","1",7659
"2562","Germany","2009","2",10976.5
"2563","Germany","2009","3",13492.5
"2564","Germany","2009","4",15558
"2565","Germany","2009","5",17564.5
"2566","Germany","2009","6",19760.5
"2567","Germany","2009","7",22296.5
"2568","Germany","2009","8",25609.5
"2569","Germany","2009","9",30938
"2570","Germany","2009","10",41833
"2571","Germany","2010","1",7904
"2572","Germany","2010","2",11050.5
"2573","Germany","2010","3",13539.5
"2574","Germany","2010","4",15690
"2575","Germany","2010","5",17771
"2576","Germany","2010","6",19969
"2577","Germany","2010","7",22596
"2578","Germany","2010","8",26040.5
"2579","Germany","2010","9",31393
"2580","Germany","2010","10",42348
"2581","Germany","2011","1",7928
"2582","Germany","2011","2",11077.5
"2583","Germany","2011","3",13651
"2584","Germany","2011","4",15811.5
"2585","Germany","2011","5",17953.5
"2586","Germany","2011","6",20305.5
"2587","Germany","2011","7",23011.5
"2588","Germany","2011","8",26405.5
"2589","Germany","2011","9",31573
"2590","Germany","2011","10",41397
"2591","Germany","2012","1",8160
"2592","Germany","2012","2",11392
"2593","Germany","2012","3",13982.5
"2594","Germany","2012","4",16207
"2595","Germany","2012","5",18457.5
"2596","Germany","2012","6",20871.5
"2597","Germany","2012","7",23632
"2598","Germany","2012","8",27077.5
"2599","Germany","2012","9",32385
"2600","Germany","2012","10",42531
"2601","Germany","2013","1",8194
"2602","Germany","2013","2",11407
"2603","Germany","2013","3",14032
"2604","Germany","2013","4",16263
"2605","Germany","2013","5",18440.5
"2606","Germany","2013","6",20869.5
"2607","Germany","2013","7",23667.5
"2608","Germany","2013","8",27275
"2609","Germany","2013","9",32966.5
"2610","Germany","2013","10",44301
"2611","Germany","2014","1",7580
"2612","Germany","2014","2",11237.5
"2613","Germany","2014","3",14068.5
"2614","Germany","2014","4",16434.5
"2615","Germany","2014","5",18642
"2616","Germany","2014","6",21128
"2617","Germany","2014","7",24167.5
"2618","Germany","2014","8",27892
"2619","Germany","2014","9",33421
"2620","Germany","2014","10",44468
"2621","Germany","2015","1",8286
"2622","Germany","2015","2",11807.5
"2623","Germany","2015","3",14632.5
"2624","Germany","2015","4",17061.5
"2625","Germany","2015","5",19440.5
"2626","Germany","2015","6",22001.5
"2627","Germany","2015","7",24990.5
"2628","Germany","2015","8",28832.5
"2629","Germany","2015","9",34709
"2630","Germany","2015","10",46318
"2631","Germany","2016","1",8636
"2632","Germany","2016","2",12280.5
"2633","Germany","2016","3",15031.5
"2634","Germany","2016","4",17504
"2635","Germany","2016","5",20016.5
"2636","Germany","2016","6",22597.5
"2637","Germany","2016","7",25564
"2638","Germany","2016","8",29463
"2639","Germany","2016","9",35222.5
"2640","Germany","2016","10",47169
"2641","Germany","2017","1",9200
"2642","Germany","2017","2",12818.5
"2643","Germany","2017","3",15674.5
"2644","Germany","2017","4",18122.5
"2645","Germany","2017","5",20619
"2646","Germany","2017","6",23256.5
"2647","Germany","2017","7",26330
"2648","Germany","2017","8",30302
"2649","Germany","2017","9",36310.5
"2650","Germany","2017","10",48464
"2651","Germany","2018","1",9292
"2652","Germany","2018","2",13170
"2653","Germany","2018","3",16228.5
"2654","Germany","2018","4",18734
"2655","Germany","2018","5",21320.5
"2656","Germany","2018","6",24101
"2657","Germany","2018","7",27180
"2658","Germany","2018","8",31029.5
"2659","Germany","2018","9",37266.5
"2660","Germany","2018","10",50554
"2661","Germany","2019","1",9648
"2662","Germany","2019","2",13893
"2663","Germany","2019","3",16941.5
"2664","Germany","2019","4",19576
"2665","Germany","2019","5",22198
"2666","Germany","2019","6",24914
"2667","Germany","2019","7",27969
"2668","Germany","2019","8",31800.5
"2669","Germany","2019","9",37925
"2670","Germany","2019","10",50611
"2671","Germany","2020","1",9703
"2672","Germany","2020","2",14908.5
"2673","Germany","2020","3",18515.5
"2674","Germany","2020","4",21544
"2675","Germany","2020","5",24507.5
"2676","Germany","2020","6",27706.5
"2677","Germany","2020","7",31427.5
"2678","Germany","2020","8",36177.5
"2679","Germany","2020","9",44117
"2680","Germany","2020","10",60953
"2681","Germany","2021","1",9674
"2682","Germany","2021","2",14384.5
"2683","Germany","2021","3",17655
"2684","Germany","2021","4",20503
"2685","Germany","2021","5",23438
"2686","Germany","2021","6",26641.5
"2687","Germany","2021","7",30443
"2688","Germany","2021","8",35331.5
"2689","Germany","2021","9",43366
"2690","Germany","2021","10",60340
"2691","Germany","2022","1",10500
"2692","Germany","2022","2",14956
"2693","Germany","2022","3",18070.5
"2694","Germany","2022","4",20778.5
"2695","Germany","2022","5",23548
"2696","Germany","2022","6",26649
"2697","Germany","2022","7",30238
"2698","Germany","2022","8",34824.5
"2699","Germany","2022","9",42117.5
"2700","Germany","2022","10",57528
"2701","Estonia","2005","1",1023
"2702","Estonia","2005","2",1633.5
"2703","Estonia","2005","3",2040.5
"2704","Estonia","2005","4",2405.5
"2705","Estonia","2005","5",2781.5
"2706","Estonia","2005","6",3247.5
"2707","Estonia","2005","7",3821
"2708","Estonia","2005","8",4598
"2709","Estonia","2005","9",5768
"2710","Estonia","2005","10",8234
"2711","Estonia","2006","1",1342
"2712","Estonia","2006","2",2010.5
"2713","Estonia","2006","3",2480
"2714","Estonia","2006","4",2916
"2715","Estonia","2006","5",3386
"2716","Estonia","2006","6",3940
"2717","Estonia","2006","7",4588.5
"2718","Estonia","2006","8",5427
"2719","Estonia","2006","9",6778
"2720","Estonia","2006","10",9829
"2721","Estonia","2007","1",1657
"2722","Estonia","2007","2",2425.5
"2723","Estonia","2007","3",2981
"2724","Estonia","2007","4",3537.5
"2725","Estonia","2007","5",4132.5
"2726","Estonia","2007","6",4803.5
"2727","Estonia","2007","7",5529.5
"2728","Estonia","2007","8",6492
"2729","Estonia","2007","9",8159
"2730","Estonia","2007","10",11197
"2731","Estonia","2008","1",2136
"2732","Estonia","2008","2",3023.5
"2733","Estonia","2008","3",3693.5
"2734","Estonia","2008","4",4399.5
"2735","Estonia","2008","5",5164
"2736","Estonia","2008","6",5907
"2737","Estonia","2008","7",6779.5
"2738","Estonia","2008","8",7985.5
"2739","Estonia","2008","9",9824.5
"2740","Estonia","2008","10",13303
"2741","Estonia","2009","1",2458
"2742","Estonia","2009","2",3423.5
"2743","Estonia","2009","3",4153
"2744","Estonia","2009","4",4954.5
"2745","Estonia","2009","5",5781.5
"2746","Estonia","2009","6",6636
"2747","Estonia","2009","7",7657.5
"2748","Estonia","2009","8",9085.5
"2749","Estonia","2009","9",11253.5
"2750","Estonia","2009","10",15374
"2751","Estonia","2010","1",2210
"2752","Estonia","2010","2",3316.5
"2753","Estonia","2010","3",4028
"2754","Estonia","2010","4",4660
"2755","Estonia","2010","5",5350
"2756","Estonia","2010","6",6188.5
"2757","Estonia","2010","7",7226
"2758","Estonia","2010","8",8583.5
"2759","Estonia","2010","9",10644.5
"2760","Estonia","2010","10",14364
"2761","Estonia","2011","1",1862
"2762","Estonia","2011","2",3094.5
"2763","Estonia","2011","3",3860.5
"2764","Estonia","2011","4",4510.5
"2765","Estonia","2011","5",5213
"2766","Estonia","2011","6",6058.5
"2767","Estonia","2011","7",7046
"2768","Estonia","2011","8",8323
"2769","Estonia","2011","9",10307
"2770","Estonia","2011","10",14268
"2771","Estonia","2012","1",2100
"2772","Estonia","2012","2",3303.5
"2773","Estonia","2012","3",4097.5
"2774","Estonia","2012","4",4800.5
"2775","Estonia","2012","5",5565
"2776","Estonia","2012","6",6520.5
"2777","Estonia","2012","7",7710.5
"2778","Estonia","2012","8",9141.5
"2779","Estonia","2012","9",11253
"2780","Estonia","2012","10",15612
"2781","Estonia","2013","1",2354
"2782","Estonia","2013","2",3625
"2783","Estonia","2013","3",4463.5
"2784","Estonia","2013","4",5241.5
"2785","Estonia","2013","5",6103
"2786","Estonia","2013","6",7091
"2787","Estonia","2013","7",8303
"2788","Estonia","2013","8",10015
"2789","Estonia","2013","9",12556
"2790","Estonia","2013","10",17333
"2791","Estonia","2014","1",2400
"2792","Estonia","2014","2",3702.5
"2793","Estonia","2014","3",4659
"2794","Estonia","2014","4",5564
"2795","Estonia","2014","5",6599
"2796","Estonia","2014","6",7939.5
"2797","Estonia","2014","7",9441
"2798","Estonia","2014","8",11370
"2799","Estonia","2014","9",14478
"2800","Estonia","2014","10",20730
"2801","Estonia","2015","1",2560
"2802","Estonia","2015","2",4120
"2803","Estonia","2015","3",5090.5
"2804","Estonia","2015","4",6096.5
"2805","Estonia","2015","5",7243.5
"2806","Estonia","2015","6",8622.5
"2807","Estonia","2015","7",10167.5
"2808","Estonia","2015","8",12141.5
"2809","Estonia","2015","9",15373.5
"2810","Estonia","2015","10",21464
"2811","Estonia","2016","1",2998
"2812","Estonia","2016","2",4489.5
"2813","Estonia","2016","3",5544
"2814","Estonia","2016","4",6655
"2815","Estonia","2016","5",7919.5
"2816","Estonia","2016","6",9377
"2817","Estonia","2016","7",11048
"2818","Estonia","2016","8",13220.5
"2819","Estonia","2016","9",16576.5
"2820","Estonia","2016","10",22239
"2821","Estonia","2017","1",3403
"2822","Estonia","2017","2",4932.5
"2823","Estonia","2017","3",6068.5
"2824","Estonia","2017","4",7336.5
"2825","Estonia","2017","5",8688
"2826","Estonia","2017","6",10198
"2827","Estonia","2017","7",11908
"2828","Estonia","2017","8",14038
"2829","Estonia","2017","9",17399
"2830","Estonia","2017","10",23944
"2831","Estonia","2018","1",3821
"2832","Estonia","2018","2",5434.5
"2833","Estonia","2018","3",6695.5
"2834","Estonia","2018","4",8143.5
"2835","Estonia","2018","5",9734.5
"2836","Estonia","2018","6",11331
"2837","Estonia","2018","7",13114
"2838","Estonia","2018","8",15409.5
"2839","Estonia","2018","9",18911
"2840","Estonia","2018","10",26656
"2841","Estonia","2019","1",4156
"2842","Estonia","2019","2",5906
"2843","Estonia","2019","3",7325.5
"2844","Estonia","2019","4",8943.5
"2845","Estonia","2019","5",10632
"2846","Estonia","2019","6",12338.5
"2847","Estonia","2019","7",14219
"2848","Estonia","2019","8",16554
"2849","Estonia","2019","9",20498.5
"2850","Estonia","2019","10",30185
"2851","Estonia","2020","1",4490
"2852","Estonia","2020","2",6457.5
"2853","Estonia","2020","3",8022
"2854","Estonia","2020","4",9655
"2855","Estonia","2020","5",11366
"2856","Estonia","2020","6",13058
"2857","Estonia","2020","7",14972
"2858","Estonia","2020","8",17550.5
"2859","Estonia","2020","9",21666
"2860","Estonia","2020","10",30676
"2861","Estonia","2021","1",4578
"2862","Estonia","2021","2",6745
"2863","Estonia","2021","3",8273.5
"2864","Estonia","2021","4",9957
"2865","Estonia","2021","5",11738.5
"2866","Estonia","2021","6",13572
"2867","Estonia","2021","7",15641.5
"2868","Estonia","2021","8",18279
"2869","Estonia","2021","9",22237
"2870","Estonia","2021","10",31769
"2871","Estonia","2022","1",5449
"2872","Estonia","2022","2",7449
"2873","Estonia","2022","3",9353
"2874","Estonia","2022","4",11428.5
"2875","Estonia","2022","5",13645
"2876","Estonia","2022","6",16003
"2877","Estonia","2022","7",18617.5
"2878","Estonia","2022","8",21916
"2879","Estonia","2022","9",27219.5
"2880","Estonia","2022","10",38798
"2881","Ireland","2005","1",7704
"2882","Ireland","2005","2",10187
"2883","Ireland","2005","3",12448
"2884","Ireland","2005","4",14799
"2885","Ireland","2005","5",17423.5
"2886","Ireland","2005","6",20174
"2887","Ireland","2005","7",23162
"2888","Ireland","2005","8",26609
"2889","Ireland","2005","9",32053
"2890","Ireland","2005","10",43702
"2891","Ireland","2006","1",8603
"2892","Ireland","2006","2",11190
"2893","Ireland","2006","3",13443.5
"2894","Ireland","2006","4",15816.5
"2895","Ireland","2006","5",18387.5
"2896","Ireland","2006","6",21223
"2897","Ireland","2006","7",24344.5
"2898","Ireland","2006","8",28458.5
"2899","Ireland","2006","9",34899
"2900","Ireland","2006","10",46695
"2901","Ireland","2007","1",9708
"2902","Ireland","2007","2",12593
"2903","Ireland","2007","3",15035.5
"2904","Ireland","2007","4",17551.5
"2905","Ireland","2007","5",20467.5
"2906","Ireland","2007","6",23769.5
"2907","Ireland","2007","7",27618.5
"2908","Ireland","2007","8",32200
"2909","Ireland","2007","9",39072.5
"2910","Ireland","2007","10",52463
"2911","Ireland","2008","1",10236
"2912","Ireland","2008","2",13632
"2913","Ireland","2008","3",16083.5
"2914","Ireland","2008","4",18640
"2915","Ireland","2008","5",21521.5
"2916","Ireland","2008","6",24620
"2917","Ireland","2008","7",28161
"2918","Ireland","2008","8",32709
"2919","Ireland","2008","9",39742
"2920","Ireland","2008","10",52327
"2921","Ireland","2009","1",10369
"2922","Ireland","2009","2",13396
"2923","Ireland","2009","3",15764.5
"2924","Ireland","2009","4",18078
"2925","Ireland","2009","5",20891.5
"2926","Ireland","2009","6",23970
"2927","Ireland","2009","7",27452.5
"2928","Ireland","2009","8",31842
"2929","Ireland","2009","9",38086
"2930","Ireland","2009","10",48773
"2931","Ireland","2010","1",9148
"2932","Ireland","2010","2",12284.5
"2933","Ireland","2010","3",14434
"2934","Ireland","2010","4",16594
"2935","Ireland","2010","5",19113.5
"2936","Ireland","2010","6",21949.5
"2937","Ireland","2010","7",24981
"2938","Ireland","2010","8",29283
"2939","Ireland","2010","9",36028.5
"2940","Ireland","2010","10",48433
"2941","Ireland","2011","1",8320
"2942","Ireland","2011","2",11837.5
"2943","Ireland","2011","3",14111.5
"2944","Ireland","2011","4",16182
"2945","Ireland","2011","5",18495
"2946","Ireland","2011","6",21188.5
"2947","Ireland","2011","7",24352.5
"2948","Ireland","2011","8",28499
"2949","Ireland","2011","9",35064
